id,name,full_address,address,city,state,zip,images,units,stories,year_built,building_type,neighborhood,amenities,date,unit,price,beds,baths,sq_feet,common_charges,monthly_taxes,maintenance,agent_company,agent_phone,unit_images,unit_description
79,200 Chambers Street,"200 Chambers Street, New York, NY, 10007",200 Chambers Street,New York,NY,10007,79/249947601.jpg,253,29,2005,Condo,Tribeca,Bike Room|Children's Playroom|Concierge|Gym|Live-in Super|Swimming Pool|Community Recreation Facilities|Deck|Roof Deck|NYC Storm Zone 1,8/24/2017,6J,1335000,1,1,677,721,670,NULL,Charles Rutenberg,NULL,79/6J/261737154.jpg|79/6J/261737150.jpg|79/6J/261737146.jpg|79/6J/261737142.jpg|79/6J/261737138.jpg|79/6J/261737134.jpg,NULL
79,200 Chambers Street,"200 Chambers Street, New York, NY, 10007",200 Chambers Street,New York,NY,10007,79/249947601.jpg,253,29,2005,Condo,Tribeca,Bike Room|Children's Playroom|Concierge|Gym|Live-in Super|Swimming Pool|Community Recreation Facilities|Deck|Roof Deck|NYC Storm Zone 1,9/2/2017,11D,3650000,3,3,1685,1795,1748,NULL,Corcoran,(646) 591-5216,79/11D/280490401.jpg|79/11D/280490397.jpg|79/11D/280490393.jpg|79/11D/280490389.jpg|79/11D/280524587.jpg|79/11D/280490381.jpg|79/11D/280490377.jpg|79/11D/280490373.jpg|79/11D/280490369.jpg|79/11D/280490365.jpg|79/11D/280490361.jpg|79/11D/280490358.jpg|79/11D/280490352.jpg|79/11D/280490344.jpg|79/11D/280490332.jpg|79/11D/280490317.jpg|79/11D/280490309.jpg,"Gorgeous, mint condition, 3-bedroom, 3-bath corner unit with spectacular city and river views is now available at 200 Chambers Street, Tribeca's premier luxury full service building. Enjoy glowing sunsets over the Hudson through two entire walls of floor-to-ceiling windows in the living room and kitchen, looking both west and north. The modern open kitchen includes lava stone counter tops, Calcutta marble back splash, top of the line Sub-Zero, Viking and Bosch appliances, and great cabinet space. Unobstructed views from all the bedrooms showcase the city's spectacular sunrises over historic Tribeca and Downtown Manhattan, with brilliant eastern light spilling in throughout the day. The king-sized master bedroom, which enjoys both eastern and breathtaking northern river views through two walls of windows, has a walk-in closet and an en suite master bath with dual vanities, a deep soaking tub and separate shower stall. Other luxurious features include: in-unit washer/dryer, 3 marble bathrooms with soaking tubs, high ceilings, central HVAC, and hardwood flooring throughout. <br><br>200 Chambers is a coveted luxury condominium offering a concierge, full time doorman, and live in resident manager. Common outdoor space includes a lushly landscaped roof top terrace and quiet waterfall courtyard. Other amenities include a health club and pool, residents lounge, play room, and conference room. Parking garage is onsite. The convenient TriBeCa neighborhood includes Whole Foods, Target, Hudson River Park, Pier 25, Washington Market Park, SoulCycle, PS 234, Stuyvesant High School, Downtown Community Center, Asphalt Green, Farmers Market, and quaint shops and high profile restaurants. Brookfield Place, Freedom Tower, and Soho all within walking distance. All lines of public transportation are just down the block. Open Houses are by appointment only. (this property is also available for rent)
  
  <br>"
81,45 Tudor City Place,"45 Tudor City Place, New York, NY, 10017",45 Tudor City Place,New York,NY,10017,81/181005512.jpg|81/181005519.jpg|81/181005525.jpg|81/181005529.jpg,403,25,1927,Co-op,Turtle Bay,Bike Room|Concierge|Laundry in Building|Live-in Super|Storage Available,9/7/2017,905,364000,0,1,330,NULL,NULL,875,Douglas Elliman,(212) 995-5357,81/905/256289863.jpg|81/905/256289813.jpg|81/905/256289766.jpg|81/905/256289909.jpg|81/905/256289769.jpg|81/905/256289846.jpg|81/905/256290086.jpg|81/905/278047689.jpg,"A sunny, comfortable corner studio with South and West exposures, overlooking Tudor City Park. The 05 line is the largest and most desirable studio line in the building.Two closets plus large murphy bed alcove with storage area help to make the most of the space. High 8'6"" ceilings and beamed ceilings and original pedestal bathroom sink bring a touch of old New York charm.Tudor City was designed in the 1920s by architect Frederick French, and is a quiet neighborhood close to Midtown. This lovely Tudor Revival building is known for its historic faade and graceful lobby with stained glass windows, arched entryways, oriental rugs and oil paintings. In addition to a 24-hour doorman, fitness room access, bike room, and shared storage space, the building offers a fantastic roof deck providing sweeping views of the Chrysler Building and Midtown skyline. Maintenance includes utilities. There is an assessment of $68.47 until February 2023.Pied-a-terre, co-purchasing, parent's purchasing, and gifting are allowed. Subletting permitted after one year's residency.
  
  <br>"
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,8/25/2017,S2 (Storage Room),20080,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,8/21/2017,902,1186260,2,2,992,672,NULL,NULL,Modern Spaces,(646) 327-9517,80/902/248007887.jpg,"Introducing The Harrison a lifestyle residence that reflects a seamless balance of luxury and comfort in the heart of Long Island City. At 27 stories, it will stand out as the tallest condominium building in the neighborhood. Its design, which blends industrial-style architecture and exposed brick, delivers an intimate sense of home featuring the finest amenities in what has become one of the most fascinating neighborhoods in New York City. Located at 27-21 44th Drive, in Court Square, The Harrison is perfectly positioned near the waterfront, galleries, shopping and restaurants all within an easy commute to Manhattan. Studios, one, two and three bedroom units all pair singular design and privileged perks. Design elements are inspired by the unique character of quintessentially timeless New York City style, such as casement windows. Interiors reflect clean lines and fine finishes, including 5 pre-engineered European white oak flooring, as well as breathtaking views. The gourmet kitchens feature classic white Shaker cabinets, white subway tile backsplash, Technistone quartz countertops, and Bosch appliances; with Bertazzoni and Thermador appliances in penthouse units. Bathrooms are outfitted with Signature fixtures, Calacatta Prima marble on floors and walls, and black porcelain tile floors in units with secondary bathrooms. The lobby and amenity spaces can be considered an extension of the apartments themselves, affording residents a lifestyle that is relaxing yet luxurious. The thoughtfully selected package of amenities includes a fully furnished roof deck with a 360-degree panoramic view of Manhattan, a lounge, fitness center, childrens playroom, and parking designed and furnished by Restoration Hardware. The Harrison is the premiere address in one of NYCs most culturally exciting neighborhoods. Long Island City has it all a vibrant restaurant and nightlife scene, including Michelin-rated restaurants Casa Enrique and M. Wells Steakhouse; shopping, cafes; exciting art installations at MoMa PS1, Noguchi Museum and Socrates Sculpture Park; relaxing public spaces, lush parks, and the waterfront with those outstanding views of the Manhattan skyline.
  
  <br>"
81,45 Tudor City Place,"45 Tudor City Place, New York, NY, 10017",45 Tudor City Place,New York,NY,10017,81/181005512.jpg|81/181005519.jpg|81/181005525.jpg|81/181005529.jpg,403,25,1927,Co-op,Turtle Bay,Bike Room|Concierge|Laundry in Building|Live-in Super|Storage Available,9/1/2017,2002,321000,0,1,325,NULL,NULL,1085,Toshiko Takahara,Lreb,81/2002/277535602.jpg|81/2002/277535603.jpg|81/2002/276682095.jpg,NULL
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,8/21/2017,901,871640,1,1,662,483,NULL,NULL,Modern Spaces,(646) 327-9517,80/901/231636451.jpg,"Introducing The Harrison a lifestyle residence that reflects a seamless balance of luxury and comfort in the heart of Long Island City. At 27 stories, it will stand out as the tallest condominium building in the neighborhood. Its design, which blends industrial-style architecture and exposed brick, delivers an intimate sense of home featuring the finest amenities in what has become one of the most fascinating neighborhoods in New York City. Located at 27-21 44th Drive, in Court Square, The Harrison is perfectly positioned near the waterfront, galleries, shopping and restaurants all within an easy commute to Manhattan. Studios, one, two and three bedroom units all pair singular design and privileged perks. Design elements are inspired by the unique character of quintessentially timeless New York City style, such as casement windows. Interiors reflect clean lines and fine finishes, including 5 pre-engineered European white oak flooring, as well as breathtaking views. The gourmet kitchens feature classic white Shaker cabinets, white subway tile backsplash, Technistone quartz countertops, and Bosch appliances; with Bertazzoni and Thermador appliances in penthouse units. Bathrooms are outfitted with Signature fixtures, Calacatta Prima marble on floors and walls, and black porcelain tile floors in units with secondary bathrooms. The lobby and amenity spaces can be considered an extension of the apartments themselves, affording residents a lifestyle that is relaxing yet luxurious. The thoughtfully selected package of amenities includes a fully furnished roof deck with a 360-degree panoramic view of Manhattan, a lounge, fitness center, childrens playroom, and parking designed and furnished by Restoration Hardware. The Harrison is the premiere address in one of NYCs most culturally exciting neighborhoods. Long Island City has it all a vibrant restaurant and nightlife scene, including Michelin-rated restaurants Casa Enrique and M. Wells Steakhouse; shopping, cafes; exciting art installations at MoMa PS1, Noguchi Museum and Socrates Sculpture Park; relaxing public spaces, lush parks, and the waterfront with those outstanding views of the Manhattan skyline.
  
  <br>"
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,8/22/2017,602,1058980,2,2,922,664,NULL,NULL,Modern Spaces,(646) 327-9517,80/602/260275326.jpg,"Introducing The Harrison a lifestyle residence that reflects a seamless balance of luxury and comfort in the heart of Long Island City. At 27 stories, it will stand out as the tallest condominium building in the neighborhood. Its design, which blends industrial-style architecture and exposed brick, delivers an intimate sense of home featuring the finest amenities in what has become one of the most fascinating neighborhoods in New York City. Located at 27-21 44th Drive, in Court Square, The Harrison is perfectly positioned near the waterfront, galleries, shopping and restaurants all within an easy commute to Manhattan. Studios, one, two and three bedroom units all pair singular design and privileged perks. Design elements are inspired by the unique character of quintessentially timeless New York City style, such as casement windows. Interiors reflect clean lines and fine finishes, including 5 pre-engineered European white oak flooring, as well as breathtaking views. The gourmet kitchens feature classic white Shaker cabinets, white subway tile backsplash, Technistone quartz countertops, and Bosch appliances; with Bertazzoni and Thermador appliances in penthouse units. Bathrooms are outfitted with Signature fixtures, Calacatta Prima marble on floors and walls, and black porcelain tile floors in units with secondary bathrooms. The lobby and amenity spaces can be considered an extension of the apartments themselves, affording residents a lifestyle that is relaxing yet luxurious. The thoughtfully selected package of amenities includes a fully furnished roof deck with a 360-degree panoramic view of Manhattan, a lounge, fitness center, childrens playroom, and parking. The Harrison is the premiere address in one of NYCs most culturally exciting neighborhoods. Long Island City has it all a vibrant restaurant and nightlife scene, including Michelin-rated restaurants Casa Enrique and M. Wells Steakhouse; shopping, cafes; exciting art installations at MoMa PS1, Noguchi Museum and Socrates Sculpture Park; relaxing public spaces, lush parks, and the waterfront with those outstanding views of the Manhattan skyline.
  
  <br>"
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,8/22/2017,703,1306410,2,2,1081,782,NULL,NULL,Modern Spaces,(646) 327-9517,80/703/230340442.jpg,"Introducing The Harrison a lifestyle residence that reflects a seamless balance of luxury and comfort in the heart of Long Island City. At 27 stories, it will stand out as the tallest condominium building in the neighborhood. Its design, which blends industrial-style architecture and exposed brick, delivers an intimate sense of home featuring the finest amenities in what has become one of the most fascinating neighborhoods in New York City. Located at 27-21 44th Drive, in Court Square, The Harrison is perfectly positioned near the waterfront, galleries, shopping and restaurants all within an easy commute to Manhattan. Studios, one, two and three bedroom units all pair singular design and privileged perks. Design elements are inspired by the unique character of quintessentially timeless New York City style, such as casement windows. Interiors reflect clean lines and fine finishes, including 5 pre-engineered European white oak flooring, as well as breathtaking views. The gourmet kitchens feature classic white Shaker cabinets, white subway tile backsplash, Technistone quartz countertops, and Bosch appliances; with Bertazzoni and Thermador appliances in penthouse units. Bathrooms are outfitted with Signature fixtures, Calacatta Prima marble on floors and walls, and black porcelain tile floors in units with secondary bathrooms. The lobby and amenity spaces can be considered an extension of the apartments themselves, affording residents a lifestyle that is relaxing yet luxurious. The thoughtfully selected package of amenities includes a fully furnished roof deck with a 360-degree panoramic view of Manhattan, a lounge, fitness center, childrens playroom, and parking. The Harrison is the premiere address in one of NYCs most culturally exciting neighborhoods. Long Island City has it all a vibrant restaurant and nightlife scene, including Michelin-rated restaurants Casa Enrique and M. Wells Steakhouse; shopping, cafes; exciting art installations at MoMa PS1, Noguchi Museum and Socrates Sculpture Park; relaxing public spaces, lush parks, and the waterfront with those outstanding views of the Manhattan skyline.
  
  <br>"
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,8/23/2017,1201,911333,1,1,662,486,NULL,NULL,Cristina Candio and Andy Dimakopoulos,Modern Spaces,80/1201/237185824.jpg,"Introducing The Harrison a lifestyle residence that reflects a seamless balance of luxury and comfort in the heart of Long Island City. At 27 stories, it will stand out as the tallest condominium building in the neighborhood. Its design, which blends industrial-style architecture and exposed brick, delivers an intimate sense of home featuring the finest amenities in what has become one of the most fascinating neighborhoods in New York City. Located at 27-21 44th Drive, in Court Square, The Harrison is perfectly positioned near the waterfront, galleries, shopping and restaurants all within an easy commute to Manhattan. Studios, one, two and three bedroom units all pair singular design and privileged perks. Design elements are inspired by the unique character of quintessentially timeless New York City style, such as casement windows. Interiors reflect clean lines and fine finishes, including 5 pre-engineered European white oak flooring, as well as breathtaking views. The gourmet kitchens feature classic white Shaker cabinets, white subway tile backsplash, Technistone quartz countertops, and Bosch appliances; with Bertazzoni and Thermador appliances in penthouse units. Bathrooms are outfitted with Signature fixtures, Calacatta Prima marble on floors and walls, and black porcelain tile floors in units with secondary bathrooms. The lobby and amenity spaces can be considered an extension of the apartments themselves, affording residents a lifestyle that is relaxing yet luxurious. The thoughtfully selected package of amenities includes a fully furnished roof deck with a 360-degree panoramic view of Manhattan, a lounge, fitness center, childrens playroom, and parking designed and furnished by Restoration Hardware. The Harrison is the premiere address in one of NYCs most culturally exciting neighborhoods. Long Island City has it all a vibrant restaurant and nightlife scene, including Michelin-rated restaurants Casa Enrique and M. Wells Steakhouse; shopping, cafes; exciting art installations at MoMa PS1, Noguchi Museum and Socrates Sculpture Park; relaxing public spaces, lush parks, and the waterfront with those outstanding views of the Manhattan skyline.
  
  <br>"
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,8/30/2017,1005,595676,0,1,464,340,NULL,NULL,Cristina Candio and Andy Dimakopoulos,Modern Spaces,80/1005/235318353.jpg,"Introducing The Harrison a lifestyle residence that reflects a seamless balance of luxury and comfort in the heart of Long Island City. At 27 stories, it will stand out as the tallest condominium building in the neighborhood. Its design, which blends industrial-style architecture and exposed brick, delivers an intimate sense of home featuring the finest amenities in what has become one of the most fascinating neighborhoods in New York City. Located at 27-21 44th Drive, in Court Square, The Harrison is perfectly positioned near the waterfront, galleries, shopping and restaurants all within an easy commute to Manhattan. Studios, one, two and three bedroom units all pair singular design and privileged perks. Design elements are inspired by the unique character of quintessentially timeless New York City style, such as casement windows. Interiors reflect clean lines and fine finishes, including 5 pre-engineered European white oak flooring, as well as breathtaking views. The gourmet kitchens feature classic white Shaker cabinets, white subway tile backsplash, Technistone quartz countertops, and Bosch appliances; with Bertazzoni and Thermador appliances in penthouse units. Bathrooms are outfitted with Signature fixtures, Calacatta Prima marble on floors and walls, and black porcelain tile floors in units with secondary bathrooms. The lobby and amenity spaces can be considered an extension of the apartments themselves, affording residents a lifestyle that is relaxing yet luxurious. The thoughtfully selected package of amenities includes a fully furnished roof deck with a 360-degree panoramic view of Manhattan, a lounge, fitness center, childrens playroom, and parking designed and furnished by Restoration Hardware. The Harrison is the premiere address in one of NYCs most culturally exciting neighborhoods. Long Island City has it all a vibrant restaurant and nightlife scene, including Michelin-rated restaurants Casa Enrique and M. Wells Steakhouse; shopping, cafes; exciting art installations at MoMa PS1, Noguchi Museum and Socrates Sculpture Park; relaxing public spaces, lush parks, and the waterfront with those outstanding views of the Manhattan skyline.
  
  <br>"
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,8/24/2017,1105,605858,0,1,464,341,NULL,NULL,Modern Spaces,(646) 327-9517,80/1105/260275460.jpg,"Introducing The Harrison a lifestyle residence that reflects a seamless balance of luxury and comfort in the heart of Long Island City. At 27 stories, it will stand out as the tallest condominium building in the neighborhood. Its design, which blends industrial-style architecture and exposed brick, delivers an intimate sense of home featuring the finest amenities in what has become one of the most fascinating neighborhoods in New York City. Located at 27-21 44th Drive, in Court Square, The Harrison is perfectly positioned near the waterfront, galleries, shopping and restaurants all within an easy commute to Manhattan. Studios, one, two and three bedroom units all pair singular design and privileged perks. Design elements are inspired by the unique character of quintessentially timeless New York City style, such as casement windows. Interiors reflect clean lines and fine finishes, including 5 pre-engineered European white oak flooring, as well as breathtaking views. The gourmet kitchens feature classic white Shaker cabinets, white subway tile backsplash, Technistone quartz countertops, and Bosch appliances; with Bertazzoni and Thermador appliances in penthouse units. Bathrooms are outfitted with Signature fixtures, Calacatta Prima marble on floors and walls, and black porcelain tile floors in units with secondary bathrooms. The lobby and amenity spaces can be considered an extension of the apartments themselves, affording residents a lifestyle that is relaxing yet luxurious. The thoughtfully selected package of amenities includes a fully furnished roof deck with a 360-degree panoramic view of Manhattan, a lounge, fitness center, childrens playroom, and parking. The Harrison is the premiere address in one of NYCs most culturally exciting neighborhoods. Long Island City has it all a vibrant restaurant and nightlife scene, including Michelin-rated restaurants Casa Enrique and M. Wells Steakhouse; shopping, cafes; exciting art installations at MoMa PS1, Noguchi Museum and Socrates Sculpture Park; relaxing public spaces, lush parks, and the waterfront with those outstanding views of the Manhattan skyline.
  
  <br>"
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,8/25/2017,702,1089530,2,2,922,667,NULL,NULL,Modern Spaces,(646) 327-9517,80/702/230340445.jpg,"Introducing The Harrison a lifestyle residence that reflects a seamless balance of luxury and comfort in the heart of Long Island City. At 27 stories, it will stand out as the tallest condominium building in the neighborhood. Its design, which blends industrial-style architecture and exposed brick, delivers an intimate sense of home featuring the finest amenities in what has become one of the most fascinating neighborhoods in New York City. Located at 27-21 44th Drive, in Court Square, The Harrison is perfectly positioned near the waterfront, galleries, shopping and restaurants all within an easy commute to Manhattan. Studios, one, two and three bedroom units all pair singular design and privileged perks. Design elements are inspired by the unique character of quintessentially timeless New York City style, such as casement windows. Interiors reflect clean lines and fine finishes, including 5 pre-engineered European white oak flooring, as well as breathtaking views. The gourmet kitchens feature classic white Shaker cabinets, white subway tile backsplash, Technistone quartz countertops, and Bosch appliances; with Bertazzoni and Thermador appliances in penthouse units. Bathrooms are outfitted with Signature fixtures, Calacatta Prima marble on floors and walls, and black porcelain tile floors in units with secondary bathrooms. The lobby and amenity spaces can be considered an extension of the apartments themselves, affording residents a lifestyle that is relaxing yet luxurious. The thoughtfully selected package of amenities includes a fully furnished roof deck with a 360-degree panoramic view of Manhattan, a lounge, fitness center, childrens playroom, and parking. The Harrison is the premiere address in one of NYCs most culturally exciting neighborhoods. Long Island City has it all a vibrant restaurant and nightlife scene, including Michelin-rated restaurants Casa Enrique and M. Wells Steakhouse; shopping, cafes; exciting art installations at MoMa PS1, Noguchi Museum and Socrates Sculpture Park; relaxing public spaces, lush parks, and the waterfront with those outstanding views of the Manhattan skyline.
  
  <br>"
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,9/6/2017,1205,621132,0,1,464,342,NULL,NULL,Modern Spaces,(646) 327-9517,80/1205/241994384.jpg,"Introducing The Harrison a lifestyle residence that reflects a seamless balance of luxury and comfort in the heart of Long Island City. At 27 stories, it will stand out as the tallest condominium building in the neighborhood. Its design, which blends industrial-style architecture and exposed brick, delivers an intimate sense of home featuring the finest amenities in what has become one of the most fascinating neighborhoods in New York City. Located at 27-21 44th Drive, in Court Square, The Harrison is perfectly positioned near the waterfront, galleries, shopping and restaurants all within an easy commute to Manhattan. Studios, one, two and three bedroom units all pair singular design and privileged perks. Design elements are inspired by the unique character of quintessentially timeless New York City style, such as casement windows. Interiors reflect clean lines and fine finishes, including 5 pre-engineered European white oak flooring, as well as breathtaking views. The gourmet kitchens feature classic white Shaker cabinets, white subway tile backsplash, Technistone quartz countertops, and Bosch appliances; with Bertazzoni and Thermador appliances in penthouse units. Bathrooms are outfitted with Signature fixtures, Calacatta Prima marble on floors and walls, and black porcelain tile floors in units with secondary bathrooms. The lobby and amenity spaces can be considered an extension of the apartments themselves, affording residents a lifestyle that is relaxing yet luxurious. The thoughtfully selected package of amenities includes a fully furnished roof deck with a 360-degree panoramic view of Manhattan, a lounge, fitness center, childrens playroom, and parking designed and furnished by Restoration Hardware. The Harrison is the premiere address in one of NYCs most culturally exciting neighborhoods. Long Island City has it all a vibrant restaurant and nightlife scene, including Michelin-rated restaurants Casa Enrique and M. Wells Steakhouse; shopping, cafes; exciting art installations at MoMa PS1, Noguchi Museum and Socrates Sculpture Park; relaxing public spaces, lush parks, and the waterfront with those outstanding views of the Manhattan skyline.
  
  <br>"
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,9/6/2017,406,651680,1,1,632,452,NULL,NULL,Modern Spaces,(646) 327-9517,80/406/237364193.jpg,"Introducing The Harrison a lifestyle residence that reflects a seamless balance of luxury and comfort in the heart of Long Island City. At 27 stories, it will stand out as the tallest condominium building in the neighborhood. Its design, which blends industrial-style architecture and exposed brick, delivers an intimate sense of home featuring the finest amenities in what has become one of the most fascinating neighborhoods in New York City. Located at 27-21 44th Drive, in Court Square, The Harrison is perfectly positioned near the waterfront, galleries, shopping and restaurants all within an easy commute to Manhattan. Studios, one, two and three bedroom units all pair singular design and privileged perks. Design elements are inspired by the unique character of quintessentially timeless New York City style, such as casement windows. Interiors reflect clean lines and fine finishes, including 5 pre-engineered European white oak flooring, as well as breathtaking views. The gourmet kitchens feature classic white Shaker cabinets, white subway tile backsplash, Technistone quartz countertops, and Bosch appliances; with Bertazzoni and Thermador appliances in penthouse units. Bathrooms are outfitted with Signature fixtures, Calacatta Prima marble on floors and walls, and black porcelain tile floors in units with secondary bathrooms. The lobby and amenity spaces can be considered an extension of the apartments themselves, affording residents a lifestyle that is relaxing yet luxurious. The thoughtfully selected package of amenities includes a fully furnished roof deck with a 360-degree panoramic view of Manhattan, a lounge, fitness center, childrens playroom, and parking designed and furnished by Restoration Hardware. The Harrison is the premiere address in one of NYCs most culturally exciting neighborhoods. Long Island City has it all a vibrant restaurant and nightlife scene, including Michelin-rated restaurants Casa Enrique and M. Wells Steakhouse; shopping, cafes; exciting art installations at MoMa PS1, Noguchi Museum and Socrates Sculpture Park; relaxing public spaces, lush parks, and the waterfront with those outstanding views of the Manhattan skyline.
  
  <br>"
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,9/7/2017,1203,1415370,2,2,1081,797,NULL,NULL,Cristina Candio and Andy Dimakopoulos,Modern Spaces,80/1203/241999136.jpg,"Introducing The Harrison a lifestyle residence that reflects a seamless balance of luxury and comfort in the heart of Long Island City. At 27 stories, it will stand out as the tallest condominium building in the neighborhood. Its design, which blends industrial-style architecture and exposed brick, delivers an intimate sense of home featuring the finest amenities in what has become one of the most fascinating neighborhoods in New York City. Located at 27-21 44th Drive, in Court Square, The Harrison is perfectly positioned near the waterfront, galleries, shopping and restaurants all within an easy commute to Manhattan. Studios, one, two and three bedroom units all pair singular design and privileged perks. Design elements are inspired by the unique character of quintessentially timeless New York City style, such as casement windows. Interiors reflect clean lines and fine finishes, including 5 pre-engineered European white oak flooring, as well as breathtaking views. The gourmet kitchens feature classic white Shaker cabinets, white subway tile backsplash, Technistone quartz countertops, and Bosch appliances; with Bertazzoni and Thermador appliances in penthouse units. Bathrooms are outfitted with Signature fixtures, Calacatta Prima marble on floors and walls, and black porcelain tile floors in units with secondary bathrooms. The lobby and amenity spaces can be considered an extension of the apartments themselves, affording residents a lifestyle that is relaxing yet luxurious. The thoughtfully selected package of amenities includes a fully furnished roof deck with a 360-degree panoramic view of Manhattan, a lounge, fitness center, childrens playroom, and parking designed and furnished by Restoration Hardware. The Harrison is the premiere address in one of NYCs most culturally exciting neighborhoods. Long Island City has it all a vibrant restaurant and nightlife scene, including Michelin-rated restaurants Casa Enrique and M. Wells Steakhouse; shopping, cafes; exciting art installations at MoMa PS1, Noguchi Museum and Socrates Sculpture Park; relaxing public spaces, lush parks, and the waterfront with those outstanding views of the Manhattan skyline.
  
  <br>"
80,The Harrison,"27-21 44 Drive, Long Island City, NY, 11101",27-21 44 Drive,Long Island City,NY,11101,80/230391320.jpg,120,27,2017,Condo,Hunters Point,NYC Storm Zone 3,9/10/2017,303,725000,1,1,632,450,NULL,NULL,Modern Spaces,(646) 327-9517,80/303/234969215.jpg,"Introducing The Harrison a lifestyle residence that reflects a seamless balance of luxury and comfort in the heart of Long Island City. At 27 stories, it will stand out as the tallest condominium building in the neighborhood. Its design, which blends industrial-style architecture and exposed brick, delivers an intimate sense of home featuring the finest amenities in what has become one of the most fascinating neighborhoods in New York City. Located at 27-21 44th Drive, in Court Square, The Harrison is perfectly positioned near the waterfront, galleries, shopping and restaurants all within an easy commute to Manhattan. Studios, one, two and three bedroom units all pair singular design and privileged perks. Design elements are inspired by the unique character of quintessentially timeless New York City style, such as casement windows. Interiors reflect clean lines and fine finishes, including 5 pre-engineered European white oak flooring, as well as breathtaking views. The gourmet kitchens feature classic white Shaker cabinets, white subway tile backsplash, Technistone quartz countertops, and Bosch appliances; with Bertazzoni and Thermador appliances in penthouse units. Bathrooms are outfitted with Signature fixtures, Calacatta Prima marble on floors and walls, and black porcelain tile floors in units with secondary bathrooms. The lobby and amenity spaces can be considered an extension of the apartments themselves, affording residents a lifestyle that is relaxing yet luxurious. The thoughtfully selected package of amenities includes a fully furnished roof deck with a 360-degree panoramic view of Manhattan, a lounge, fitness center, childrens playroom, and parking designed and furnished by Restoration Hardware. The Harrison is the premiere address in one of NYCs most culturally exciting neighborhoods. Long Island City has it all a vibrant restaurant and nightlife scene, including Michelin-rated restaurants Casa Enrique and M. Wells Steakhouse; shopping, cafes; exciting art installations at MoMa PS1, Noguchi Museum and Socrates Sculpture Park; relaxing public spaces, lush parks, and the waterfront with those outstanding views of the Manhattan skyline.
  
  <br>"
